follower_id,followee_id,created_at
2897,1314,2019-09-05 20:03:17
2124,1928,2018-08-02 04:48:06
4843,4202,2020-12-20 12:56:30
2401,4876,2023-10-31 09:22:03
3822,3448,2024-11-11 12:23:04
2201,2544,2022-08-17 11:25:58
1243,4125,2021-07-06 04:50:12
2994,1552,2016-07-04 10:44:31
4210,3193,2022-01-20 08:19:47
528,3380,2020-09-27 18:52:45
1297,504,2021-05-02 07:21:51
585,3047,2019-04-05 04:48:57
1558,3266,2017-03-01 01:36:33
3063,2654,2024-05-14 21:18:44
1905,1167,2019-07-27 01:29:59
1749,4334,2022-11-11 10:39:22
2604,1433,2023-05-31 09:53:58
1018,4643,2022-07-14 13:47:19
4756,3644,2022-02-02 12:56:35
227,659,2024-07-17 13:00:50
224,16,2023-07-04 18:40:04
1552,2632,2023-07-21 06:15:20
1762,3397,2019-12-28 11:32:02
2058,1949,2018-10-28 22:40:28
469,1,2016-03-21 22:19:13
1000,4363,2024-11-28 12:27:25
1996,3196,2023-04-16 09:57:44
4951,3010,2020-02-18 18:09:01
2767,1213,2020-04-26 08:38:08
2888,1049,2021-12-23 09:04:30
3279,2188,2018-10-15 20:46:14
4738,2237,2023-12-08 12:24:15
3540,4062,2017-10-09 13:41:16
764,2344,2022-10-28 12:15:43
3584,3421,2015-11-29 18:25:02
785,4295,2022-01-19 03:01:10
379,279,2021-08-02 23:12:15
4439,3734,2023-11-01 00:17:52
4224,994,2023-12-21 07:37:56
4,1726,2017-07-24 00:25:50
3261,3406,2019-08-29 12:12:03
3940,4233,2016-02-17 23:50:10
373,1965,2021-06-29 07:15:20
4582,4916,2022-12-16 00:28:34
3245,1646,2023-05-19 23:22:42
3082,2263,2022-01-16 13:48:07
99,702,2024-05-10 10:29:19
4494,2258,2020-10-04 05:20:52
371,4558,2021-08-31 09:04:23
2259,39,2023-11-10 13:11:55
2698,3764,2024-05-28 22:11:04
81,184,2023-09-08 18:10:15
4446,973,2020-11-02 14:56:23
2393,1664,2020-04-05 02:43:57
4141,1918,2022-03-29 12:11:56
1892,1099,2019-01-05 04:15:22
3591,2991,2020-02-25 04:15:07
3279,3576,2015-04-22 17:56:07
4901,3889,2020-04-07 18:59:41
591,810,2024-07-19 10:32:26
4532,102,2024-06-28 05:44:08
346,4391,2021-05-23 12:24:19
895,502,2024-12-22 01:50:32
1473,2180,2018-12-13 18:10:57
1219,23,2020-05-28 13:15:01
4333,1557,2016-07-11 11:40:29
874,1671,2018-11-05 02:27:53
2958,1587,2016-04-11 06:06:39
3231,3419,2024-09-11 10:36:03
4070,2945,2015-09-13 22:22:55
1490,1350,2022-02-27 22:23:51
1,804,2024-01-02 13:30:06
4037,3822,2022-07-12 12:50:44
1137,4363,2022-10-04 14:43:13
862,1205,2021-10-12 18:59:40
1121,3600,2023-07-17 14:41:31
2419,3919,2021-10-01 23:29:32
4444,2655,2017-10-15 23:55:46
3300,2674,2019-01-27 19:23:52
2312,2344,2024-03-09 10:08:43
3675,4072,2023-07-31 22:48:31
330,173,2024-11-21 17:52:23
372,3209,2024-07-24 14:34:47
1670,1403,2019-10-07 07:35:09
448,2553,2020-02-17 23:52:47
1797,2677,2024-01-05 09:29:55
767,2960,2020-06-20 09:28:04
2503,1726,2022-08-10 00:33:04
422,85,2022-09-15 02:35:45
1902,798,2018-09-06 14:06:41
4835,4811,2021-03-13 04:03:39
4224,1343,2019-09-12 00:24:43
2134,3023,2023-03-24 02:40:24
2711,2785,2016-06-06 06:23:02
4639,319,2022-08-10 02:10:59
4381,2862,2024-08-28 08:32:14
4121,2503,2023-01-23 18:34:32
1039,758,2017-11-18 18:44:17
1175,3944,2019-01-31 20:12:59
2194,1922,2024-02-22 12:25:05
2793,3580,2020-03-31 23:56:44
2722,4930,2020-04-30 07:05:48
1364,209,2019-08-20 10:55:05
3065,1118,2024-09-23 13:22:22
3493,3858,2021-06-09 12:35:06
1065,2475,2023-10-23 10:41:54
593,84,2020-08-09 02:41:26
1776,4539,2018-10-15 19:07:43
131,1040,2023-09-18 11:18:17
2181,659,2024-04-19 22:59:19
1911,2993,2020-11-20 18:56:52
1189,3864,2024-07-21 15:04:27
3742,1077,2019-11-05 02:12:38
167,3626,2016-12-12 13:51:25
1490,3033,2016-01-23 07:09:30
2887,535,2023-07-29 03:11:57
4204,2638,2021-03-31 02:00:07
2038,3689,2022-12-18 17:43:34
1909,3466,2023-04-23 11:33:55
3639,3735,2018-06-10 04:19:54
1935,4139,2024-09-24 20:06:04
2878,1453,2020-08-11 10:48:32
964,2672,2023-08-13 12:45:18
1755,1072,2020-06-21 10:46:35
3953,3818,2023-12-06 09:57:01
788,4622,2022-09-09 10:16:39
3583,999,2022-11-30 21:43:24
101,4480,2022-07-03 13:45:29
2489,3025,2023-04-20 10:11:13
444,1373,2017-01-05 10:37:28
2763,2349,2016-02-02 21:34:20
790,4539,2016-12-11 22:47:54
988,1233,2024-03-21 00:28:41
1232,2181,2022-03-13 09:28:52
4071,3274,2020-07-29 18:29:37
3930,4418,2022-11-27 20:01:35
951,493,2022-03-03 15:16:37
467,4595,2017-12-20 11:49:25
3522,2236,2023-05-22 09:49:01
2599,2715,2022-04-22 22:21:27
3822,610,2021-07-03 23:57:04
360,3058,2021-08-23 00:40:37
2481,189,2024-11-30 00:48:27
4526,1301,2024-02-21 03:55:34
166,2329,2017-06-26 06:37:46
2123,2709,2020-09-14 07:07:11
2278,1976,2018-06-11 02:49:53
4302,4845,2024-05-08 14:23:36
3507,1685,2020-02-12 14:33:20
495,709,2023-03-01 13:51:48
338,2777,2021-05-24 02:09:01
746,2304,2024-08-04 04:00:05
3320,1025,2022-10-27 21:03:54
2558,4445,2015-09-20 18:02:41
4071,1780,2022-01-27 06:56:55
2153,350,2023-01-21 14:47:09
1043,3477,2020-07-19 09:38:34
1400,1551,2024-01-01 05:52:05
3767,990,2024-12-22 12:37:58
4199,988,2021-04-10 15:52:50
1469,1364,2024-06-07 10:49:41
4388,2757,2018-09-08 01:52:21
4774,4299,2022-09-03 08:03:19
1994,4301,2023-04-09 08:12:48
3257,4749,2023-09-14 20:54:12
4734,4850,2024-08-11 11:36:46
2783,2586,2024-11-30 07:17:04
2699,426,2015-07-18 00:29:33
3678,1610,2023-07-02 02:15:45
4809,910,2019-08-02 11:51:56
1698,3359,2020-11-14 18:07:05
2184,1922,2024-09-22 15:58:56
2854,767,2021-08-18 10:24:27
2672,1044,2017-04-04 04:06:32
1444,3337,2015-09-16 14:19:02
1121,4452,2022-08-16 19:43:24
4855,2089,2020-03-23 15:27:56
2096,3250,2021-04-15 16:06:38
4066,4318,2022-08-22 23:53:14
3783,2420,2018-04-16 01:47:43
2945,3739,2024-06-24 08:43:33
1466,1133,2019-11-15 22:25:19
4568,1289,2016-07-01 05:05:19
2329,3084,2023-12-14 19:16:51
1113,4863,2021-05-26 05:06:51
1934,2130,2023-12-20 23:25:37
4484,180,2020-03-03 03:57:50
215,1969,2017-09-18 02:05:05
1226,868,2022-03-23 03:30:18
886,3449,2023-03-09 17:57:48
483,2388,2022-09-29 16:04:02
3502,3953,2022-04-01 06:18:49
148,3820,2024-06-11 12:24:27
575,1259,2022-10-15 00:06:13
4622,1590,2020-03-20 10:20:01
2509,4516,2024-11-15 21:43:35
1849,2704,2022-09-13 08:47:42
3208,1402,2023-10-09 17:27:05
1286,2589,2019-04-16 20:15:36
2596,4005,2024-01-15 06:20:53
4894,98,2022-01-06 23:19:42
4822,3725,2020-08-27 15:32:33
2843,4574,2017-05-05 06:21:45
4773,2190,2024-04-12 08:14:01
2299,2639,2019-06-27 11:05:17
2756,3873,2021-07-09 10:08:48
2218,3143,2015-01-02 19:47:23
2188,1005,2016-05-12 10:04:06
890,3043,2024-02-06 00:31:52
2754,4692,2021-11-01 22:18:17
3403,4891,2018-03-07 01:33:29
1374,4587,2017-01-06 18:53:28
733,847,2020-10-15 17:00:35
1498,4028,2017-06-24 14:21:03
1101,1596,2022-04-02 12:51:34
2205,4018,2021-02-07 09:42:21
3478,1571,2018-03-30 02:11:24
4962,3427,2022-03-30 09:48:10
3375,947,2020-06-14 18:40:33
941,3128,2023-07-29 19:34:49
538,1094,2023-01-22 20:01:34
2167,2534,2020-11-16 05:47:07
3787,1160,2020-05-24 04:13:05
3872,441,2024-05-13 19:10:57
280,421,2019-04-03 00:52:55
4293,1281,2023-09-07 04:48:02
4,4365,2022-10-26 02:06:51
4485,1540,2022-03-03 13:14:29
3305,56,2017-06-29 12:54:26
4698,2652,2023-12-10 06:55:09
2292,922,2023-10-22 23:41:19
716,4146,2019-09-07 23:41:00
2526,4068,2023-03-20 23:49:59
3545,840,2015-09-28 08:28:44
3349,1159,2020-04-03 06:22:12
2405,1893,2019-12-10 03:28:42
2,1943,2023-12-09 04:51:37
3561,1832,2022-04-11 06:52:38
2205,1724,2024-12-11 02:21:48
3582,4727,2022-05-01 17:41:48
4251,3566,2021-02-03 05:18:29
1594,1872,2024-08-19 18:05:17
1818,1868,2021-05-31 05:54:55
3336,3520,2022-11-24 01:15:08
357,474,2017-09-27 00:46:48
75,1871,2024-01-26 03:38:32
2714,3937,2023-08-06 07:13:06
4833,4986,2021-03-21 10:17:26
4976,3566,2020-04-03 06:36:07
3588,4357,2019-06-22 04:03:46
2584,616,2016-01-26 01:53:54
3102,386,2020-05-21 04:34:51
4727,4859,2022-02-17 10:33:50
4508,1704,2022-11-19 05:20:23
3183,441,2018-08-08 09:22:44
341,3178,2016-07-06 06:55:24
1223,4634,2015-08-19 02:18:31
3628,4027,2024-05-09 14:25:47
1093,3546,2017-06-30 17:11:38
285,3829,2022-05-26 08:55:27
1899,1814,2018-04-05 06:39:18
3947,2564,2017-06-14 22:24:43
3890,1653,2019-09-07 22:34:23
4361,376,2017-08-05 23:54:52
3545,1494,2016-02-17 10:58:20
955,1625,2022-09-19 18:58:44
874,1942,2023-01-27 13:51:01
3101,1858,2023-05-21 20:23:33
2998,409,2023-12-18 07:11:30
216,146,2023-05-07 11:33:25
3743,1220,2018-01-03 03:14:32
1558,4567,2014-11-07 00:44:20
4771,3520,2022-08-31 16:19:12
2547,2872,2023-10-17 17:23:37
3140,2948,2015-12-19 07:06:33
1371,1300,2024-07-11 18:03:26
808,2880,2023-10-04 03:01:33
4459,3013,2015-08-04 17:17:45
573,1378,2021-04-26 11:31:39
1193,1256,2023-09-23 17:49:46
4406,4291,2020-03-06 19:23:53
2107,4800,2021-03-23 11:59:35
4001,2144,2020-09-15 10:30:39
3783,2912,2017-12-08 00:35:25
1204,3148,2024-08-21 01:14:43
2792,2100,2020-11-23 09:42:04
2325,4084,2024-11-15 14:07:58
2220,490,2023-12-13 21:58:02
4924,1477,2020-12-18 22:37:18
4762,4709,2017-10-03 06:56:08
1434,743,2023-10-24 13:21:44
921,3562,2019-12-08 17:49:19
2566,4833,2020-04-05 17:35:32
2954,3336,2023-12-14 20:09:48
681,2192,2018-01-16 08:23:40
2796,943,2015-05-30 13:18:38
4222,4252,2021-12-27 02:38:47
2830,3975,2024-04-18 02:27:48
287,2188,2020-06-25 19:47:16
3828,3976,2024-03-22 09:27:51
2867,622,2022-12-30 08:48:19
3137,4712,2015-04-02 07:27:20
3525,892,2015-09-29 07:01:42
4912,4124,2023-02-22 22:01:06
969,827,2021-02-10 00:49:34
4060,2310,2024-03-17 16:34:57
1463,808,2015-11-22 20:15:25
4639,2579,2023-12-04 17:09:40
4285,3108,2019-11-21 03:39:17
1196,4442,2018-05-07 15:37:23
946,736,2023-07-13 14:29:59
2165,454,2021-06-29 07:51:28
1581,2864,2020-10-15 12:37:08
3906,1796,2024-06-06 10:58:24
4255,2825,2016-07-23 03:02:48
3147,1965,2020-08-14 04:01:27
2488,3045,2018-05-26 16:47:56
2454,1940,2018-08-27 10:27:37
2326,1605,2020-06-16 06:38:22
162,2475,2023-02-17 14:45:08
3632,24,2024-10-11 13:23:36
2063,745,2014-12-22 00:35:21
2007,3486,2021-12-27 22:58:58
4327,1794,2017-08-03 07:52:48
2138,2985,2020-10-01 21:34:40
2270,1035,2016-01-02 08:01:45
4988,3258,2019-07-28 05:59:17
3508,2873,2022-07-20 00:26:04
1339,1675,2018-09-20 11:30:03
3201,88,2021-12-11 04:56:35
4951,506,2023-02-23 16:04:55
2064,4234,2019-04-03 03:27:29
2437,3635,2021-04-04 21:16:39
3268,503,2019-07-04 06:12:04
678,3308,2024-05-02 22:36:55
644,918,2024-06-26 04:32:51
3382,1481,2019-09-14 13:05:05
2921,2637,2021-05-12 05:51:40
1874,4261,2017-11-21 19:28:33
4692,1973,2016-08-12 02:12:54
49,485,2023-10-22 14:08:12
1999,3589,2019-02-11 20:20:33
1001,3207,2022-11-18 22:06:22
1322,2600,2020-12-19 10:47:07
4898,1193,2024-07-03 04:29:54
1744,4253,2021-11-22 17:36:15
2188,34,2020-01-14 13:32:01
4890,4197,2018-06-17 00:20:44
2867,4271,2024-02-08 13:50:17
1609,3527,2017-07-27 01:32:47
3962,3845,2024-12-28 00:35:57
2227,1614,2018-02-26 14:09:00
3445,3426,2021-10-29 11:37:26
653,974,2023-10-14 10:52:49
2142,828,2016-12-06 16:50:59
1062,3866,2016-11-10 16:33:19
4104,1895,2024-04-27 08:29:30
1859,2469,2020-09-22 01:06:00
3110,2161,2022-03-05 23:11:59
735,253,2024-10-06 10:20:35
2567,2115,2024-01-21 00:00:25
32,1200,2024-10-02 12:38:55
4937,3580,2024-02-14 20:42:55
3679,139,2022-04-06 16:00:03
3350,3338,2023-09-02 11:04:26
749,4639,2021-12-14 22:06:26
3703,4411,2020-10-02 08:44:25
3303,2565,2019-12-11 11:48:48
4078,4315,2021-02-14 07:52:42
4082,504,2019-10-02 22:24:14
752,1202,2022-02-10 12:43:18
4026,3360,2020-07-26 22:07:44
2751,37,2023-02-26 22:50:15
2523,1588,2016-11-07 22:32:12
3681,1862,2017-01-21 15:26:50
2100,3323,2023-01-18 13:09:38
4514,1527,2019-05-02 12:31:13
4023,653,2021-07-13 23:37:45
4785,3343,2024-04-08 19:16:08
4003,3850,2022-01-07 18:23:28
3100,348,2024-03-29 03:26:46
3427,147,2022-04-30 13:16:35
1610,1889,2022-08-03 16:13:32
900,160,2024-09-08 12:19:54
4293,4795,2024-05-06 02:09:49
1015,1721,2017-04-30 19:09:20
401,1014,2022-04-30 20:01:25
2376,3098,2021-10-05 03:58:23
953,2775,2022-10-25 02:01:45
3132,1536,2018-11-23 20:29:35
3081,1779,2016-05-25 09:09:45
4028,2067,2022-06-29 19:16:18
39,4394,2022-08-23 17:15:03
3162,2123,2020-03-05 08:53:18
2936,2635,2022-03-17 00:29:46
1133,2455,2019-11-25 02:21:22
341,3810,2015-01-23 00:02:17
491,4248,2017-07-16 13:31:59
2145,4014,2018-07-13 20:28:27
4765,3450,2019-04-16 13:46:00
1635,4298,2023-10-07 19:40:54
4574,4127,2020-01-30 18:53:25
3232,3458,2023-06-10 04:19:47
243,1675,2024-11-07 20:32:45
3959,3245,2020-10-02 15:48:06
1500,546,2017-05-27 09:37:42
4223,1543,2021-06-02 20:02:02
2123,1988,2016-01-12 06:56:45
3922,1120,2019-10-29 12:36:23
1409,755,2023-06-28 23:03:10
56,1922,2018-06-30 03:34:47
3715,4838,2020-09-06 11:22:28
1665,4681,2023-05-14 18:16:16
1086,4216,2016-02-12 16:02:46
3536,412,2020-09-21 21:00:54
1452,1911,2019-08-03 03:33:10
881,4105,2021-06-05 16:17:34
3004,1402,2019-10-31 23:59:13
3201,3709,2024-06-08 03:43:28
3722,2497,2020-11-29 09:48:21
2298,4826,2020-08-31 03:54:34
3738,2138,2019-09-21 18:41:50
4023,3277,2024-10-01 12:35:37
589,4626,2024-05-02 09:25:52
825,2816,2017-11-16 07:06:02
1980,1703,2024-09-13 22:13:32
834,1204,2020-12-20 18:13:18
3878,273,2022-08-12 14:03:24
3714,6,2018-09-29 15:47:52
3306,1719,2019-12-01 19:55:16
1418,1948,2020-04-10 03:19:21
1213,4616,2022-07-26 03:37:18
3694,3079,2023-01-16 01:42:35
2195,3147,2018-06-13 03:48:48
2105,4647,2021-07-19 09:09:08
1880,617,2024-12-24 01:58:17
2918,1561,2024-01-03 00:53:34
1733,4657,2024-07-28 18:07:47
3352,3133,2023-09-17 14:06:46
3865,1384,2023-04-21 22:41:59
1676,3777,2019-01-04 18:03:22
4186,4058,2024-04-22 12:55:21
1873,2731,2023-07-21 03:23:05
2162,3597,2017-04-02 09:12:50
859,3274,2020-04-14 05:34:02
311,2610,2023-02-02 07:49:37
819,1758,2017-06-16 19:34:29
3208,3574,2021-03-22 09:42:21
4989,1373,2022-09-07 12:45:50
467,4339,2019-09-18 09:31:18
4577,1135,2017-12-19 23:30:56
165,2546,2018-08-04 02:07:00
2008,4611,2018-01-05 03:49:35
1679,2380,2018-02-08 23:22:38
4424,3391,2021-11-18 11:47:28
80,2918,2017-06-05 18:41:03
2798,4016,2024-09-02 18:08:20
4480,4220,2022-05-03 13:40:46
4947,2526,2020-12-29 19:22:41
2141,4105,2016-11-13 05:56:53
3479,3330,2024-11-17 09:27:10
3818,859,2024-04-11 18:55:00
2507,1239,2022-05-06 19:34:22
1140,133,2021-06-14 08:20:52
2325,4200,2021-07-29 07:38:56
1493,3935,2016-01-14 17:03:43
1407,1643,2022-09-21 22:48:06
1900,1073,2022-09-18 01:54:07
958,2689,2024-09-10 02:27:47
249,4363,2024-02-15 18:49:27
3698,3151,2019-10-22 01:50:05
400,3480,2021-12-06 07:26:22
2869,1261,2019-01-14 09:45:15
547,4675,2021-12-18 16:27:23
3462,4699,2016-07-26 22:57:05
1634,1880,2023-10-28 07:03:20
1024,3358,2023-09-11 13:24:27
141,4296,2022-03-20 07:40:47
1296,4188,2020-04-23 19:02:13
3370,1875,2024-04-17 08:00:35
3256,2916,2020-07-06 22:52:31
1615,4823,2019-12-24 07:16:14
3033,3248,2019-03-16 04:24:22
3564,3930,2023-04-27 21:00:41
1315,1075,2019-11-19 13:33:49
3037,2906,2022-11-14 18:03:31
2697,4464,2021-03-05 03:20:36
2543,5,2017-07-26 01:54:03
688,2738,2019-10-16 03:49:57
506,4956,2020-01-30 15:37:22
2123,3212,2022-02-23 17:18:31
1681,3682,2022-07-17 15:34:35
2161,446,2023-04-03 15:16:08
3338,403,2018-11-09 08:07:59
905,4007,2022-09-25 21:34:59
2840,1463,2022-05-29 05:25:30
4053,1911,2024-07-12 17:03:48
4610,1019,2019-11-12 19:04:58
2541,4406,2024-09-04 18:15:28
4148,2753,2022-12-22 10:41:17
2697,479,2020-05-16 20:44:46
1335,3897,2023-11-24 08:56:46
3181,224,2015-09-07 03:38:52
2068,2369,2017-03-06 08:43:20
1789,1137,2024-09-19 21:53:09
2325,3791,2019-09-13 08:02:44
1108,1510,2023-11-10 19:28:01
3125,2929,2023-03-27 10:38:21
407,1966,2022-01-28 06:09:54
4423,341,2015-04-30 21:00:37
1705,1740,2019-04-12 18:37:47
4014,4723,2019-08-18 20:29:48
4569,4276,2020-12-29 06:27:49
2506,4175,2021-01-26 22:17:37
2092,4973,2022-05-29 10:33:51
212,3923,2023-02-15 13:07:57
4111,3297,2024-03-07 16:55:42
338,1775,2024-08-16 04:17:37
3585,3478,2017-06-18 19:28:04
1182,891,2023-07-30 15:22:28
4922,4824,2016-06-01 03:37:27
364,1960,2020-10-19 18:25:13
55,2032,2023-09-17 16:52:40
617,970,2024-06-30 02:22:24
4722,4621,2024-10-31 13:50:47
3009,1798,2015-10-10 06:53:07
213,956,2021-03-03 09:43:40
3530,2627,2022-01-02 23:07:24
801,4828,2023-10-18 10:07:20
4053,3948,2018-10-29 13:29:58
4552,3189,2023-05-01 16:08:42
2644,2840,2016-12-08 10:28:30
4225,1503,2020-02-04 00:08:18
4798,4601,2019-02-15 05:59:30
829,455,2021-11-22 19:23:30
1515,4507,2024-11-02 00:53:22
4993,2530,2017-11-18 10:48:43
3466,2265,2024-06-05 04:34:36
4437,1320,2021-12-27 13:25:52
638,4769,2021-09-12 12:50:10
4569,1884,2023-03-15 22:00:22
3211,20,2019-11-30 14:04:21
2887,879,2022-07-11 01:25:12
3215,3480,2019-12-27 17:28:19
1617,1889,2022-06-29 12:25:49
511,3469,2018-09-14 17:40:41
3055,2539,2021-07-27 18:06:38
1489,1999,2024-04-03 10:41:46
3948,3168,2022-04-04 04:49:07
4880,2252,2021-02-01 13:16:52
852,776,2019-10-23 20:52:39
3289,393,2019-10-30 01:31:56
1736,1083,2017-06-15 22:39:05
509,3312,2019-07-30 08:32:27
304,4714,2023-06-23 11:35:33
4861,3079,2015-10-04 02:46:56
717,205,2024-03-20 03:36:43
4498,4572,2021-04-11 04:24:00
4213,2732,2022-07-01 05:51:16
3388,1427,2015-02-11 12:04:09
721,4759,2023-09-19 06:34:26
4279,4154,2021-08-26 06:26:10
2916,608,2022-12-11 10:09:14
2734,2506,2016-07-07 23:44:37
3373,1154,2021-05-17 22:59:18
4863,115,2024-12-01 14:29:17
4885,3554,2024-08-09 01:21:44
1298,806,2021-07-05 11:08:51
960,3081,2021-10-29 23:56:58
3753,156,2022-09-11 05:26:16
2525,113,2019-05-21 02:42:17
1152,1589,2021-04-17 11:00:16
2491,4234,2016-01-11 16:29:33
4658,4361,2017-06-11 10:45:39
4217,2233,2023-03-31 07:54:58
14,1983,2020-10-30 04:57:26
4443,4209,2023-08-14 06:59:34
3414,1395,2023-07-04 23:10:36
1157,991,2020-05-13 05:12:39
144,4250,2021-09-10 16:58:38
782,192,2020-12-05 16:35:36
4118,4555,2023-01-31 18:01:23
1138,2134,2022-08-02 09:14:54
4515,1884,2021-01-29 01:54:45
1855,433,2016-12-16 05:49:20
4687,525,2018-05-18 19:40:20
3045,1030,2018-12-31 08:58:03
2046,3754,2024-02-17 02:14:25
1726,1198,2024-05-28 19:06:38
467,3345,2023-07-26 08:37:29
3249,2986,2015-12-29 07:56:53
3399,2102,2023-09-08 06:07:32
2405,1796,2020-03-07 22:06:45
710,1644,2023-08-12 18:22:34
2618,532,2019-09-06 23:37:30
1566,1605,2017-08-19 17:49:24
3892,18,2024-06-25 22:29:55
1726,4406,2020-05-22 14:55:56
3227,1106,2020-07-18 21:41:51
1959,3918,2016-02-20 03:18:08
4910,1974,2022-10-07 18:03:34
1543,1973,2017-12-25 04:16:40
2709,972,2022-06-16 11:51:47
1396,1787,2023-11-19 06:24:09
4150,2101,2022-06-02 14:23:23
3453,321,2021-02-03 04:50:57
4525,3834,2021-01-10 21:29:29
4241,1548,2021-07-25 14:19:48
2054,215,2020-11-02 23:38:51
2625,4192,2018-06-05 05:39:02
3966,334,2018-07-08 14:38:20
1594,3775,2023-03-10 00:54:56
1147,3286,2022-01-24 05:07:54
1849,3599,2024-03-17 08:11:29
2635,1269,2020-12-19 06:59:48
405,2995,2021-07-26 02:32:16
4266,1522,2020-05-18 12:57:11
3457,4304,2022-08-18 09:22:20
2351,298,2020-11-11 17:25:52
3687,4416,2016-09-27 17:25:50
4205,3003,2023-02-01 19:15:16
2051,4899,2024-12-05 00:35:33
2810,3018,2022-05-10 14:29:40
3451,4250,2022-10-11 17:46:03
3522,2487,2022-04-09 10:32:28
1412,2711,2017-06-14 03:32:03
1076,3189,2024-11-09 07:16:59
3272,4528,2019-04-02 11:02:28
4438,939,2022-08-25 14:18:53
2754,2844,2018-08-19 20:22:00
3041,73,2017-12-22 23:24:14
3611,361,2022-03-27 23:55:14
1763,4176,2019-07-08 15:52:56
2119,3841,2023-08-20 17:31:13
1164,1237,2021-03-22 19:29:05
2726,140,2020-08-22 05:48:22
71,2495,2017-08-07 11:04:52
1682,4095,2020-01-19 11:54:43
4678,1170,2023-03-11 18:48:59
4292,2997,2016-08-19 09:24:14
117,4041,2024-03-20 14:39:41
1766,1441,2017-12-21 22:05:37
3904,697,2022-07-27 18:23:31
4191,51,2022-04-25 22:44:30
2128,1960,2024-05-29 09:36:04
3609,2105,2024-04-10 10:17:14
3101,3539,2022-11-24 12:26:29
70,2973,2021-07-23 04:24:43
2643,412,2022-05-05 02:03:10
4194,2174,2020-08-14 17:49:02
2720,2775,2024-12-26 01:19:36
256,2450,2016-05-21 03:12:08
3185,4926,2024-06-05 17:29:57
1095,843,2020-06-10 01:32:49
3524,514,2024-04-22 12:16:29
832,2544,2019-08-12 01:24:22
1143,4704,2020-07-29 03:31:33
1598,2864,2024-05-03 06:39:56
4184,2962,2023-10-28 06:59:21
3976,49,2024-02-10 05:22:50
3969,1349,2019-06-27 17:32:08
2293,3954,2022-07-21 03:31:05
1399,2533,2017-01-31 22:17:24
2970,1739,2015-09-08 06:55:04
4261,4757,2023-08-05 21:04:21
1835,4915,2018-11-23 10:26:28
2286,703,2024-01-08 09:35:08
4374,2852,2019-08-07 06:20:17
2399,3985,2018-07-29 17:04:13
3342,3352,2021-03-23 06:15:58
1400,3201,2023-07-30 21:31:34
3079,1301,2020-08-13 22:11:26
1131,3560,2020-07-22 12:40:51
2934,3583,2024-06-18 06:38:38
2122,3267,2023-09-30 10:43:26
2175,4576,2023-07-02 17:20:37
1180,123,2023-04-26 12:59:59
2856,3943,2018-12-09 17:15:59
422,1508,2022-12-31 20:28:37
3018,3507,2024-05-19 10:15:58
1193,4111,2024-11-07 17:40:41
4111,3433,2024-07-14 08:18:21
4202,4422,2019-02-16 12:29:40
766,4156,2023-10-02 23:33:43
2742,1368,2024-12-28 23:30:02
2894,2013,2022-07-24 03:25:51
413,2000,2021-07-05 03:30:24
3776,3914,2021-04-24 03:45:57
4377,828,2023-09-10 07:42:28
3392,1080,2024-03-22 13:41:00
1645,2407,2016-04-04 17:14:41
2467,2195,2014-04-07 03:35:07
4269,2716,2016-11-07 12:37:02
570,958,2021-10-28 09:01:05
373,1204,2018-12-20 08:15:50
4194,2015,2024-01-04 23:54:19
1061,4525,2016-03-14 23:12:18
2116,3290,2023-01-21 16:41:24
112,1464,2023-12-14 15:13:23
4501,3504,2023-07-23 06:37:40
4165,1060,2023-12-09 22:39:37
3041,3491,2023-10-31 04:22:35
4992,4122,2022-10-06 03:10:46
4997,4714,2024-08-12 22:07:18
4817,4531,2024-11-23 10:23:54
3636,2671,2024-06-13 17:45:19
2148,902,2019-07-06 14:52:58
1500,3806,2019-08-10 01:21:54
3144,1398,2014-10-28 02:11:29
876,3157,2017-04-20 03:30:49
3947,3644,2021-06-01 17:32:51
4493,3086,2024-11-14 04:46:51
4368,207,2022-09-21 06:16:05
3294,2900,2020-09-24 03:59:29
3802,3090,2023-05-21 15:49:53
3786,841,2018-11-20 17:07:31
4031,432,2024-09-09 15:36:19
1338,994,2019-12-13 02:27:43
2253,4192,2024-02-09 02:17:52
3388,1945,2018-05-20 02:24:01
64,4759,2019-05-25 15:48:34
1793,4878,2017-05-05 20:49:14
3970,16,2022-01-27 21:28:54
1043,52,2024-06-06 11:44:52
3693,1470,2016-07-07 01:01:47
3347,4497,2022-01-06 18:23:23
3400,3656,2023-01-19 18:59:25
877,2642,2020-10-03 15:30:58
4950,2660,2023-06-26 02:46:33
1587,3579,2019-11-18 06:47:58
867,1659,2021-11-20 06:52:07
1663,3485,2017-10-10 11:56:04
3596,3653,2016-12-03 08:13:10
1680,4431,2019-07-05 09:05:24
4454,1026,2017-07-23 22:12:05
1584,2294,2017-07-23 03:16:25
607,3847,2024-12-05 02:53:03
1245,3496,2023-07-19 21:07:52
1388,4609,2022-11-17 12:40:24
3854,3335,2024-03-15 16:22:43
1279,357,2016-03-01 04:14:00
3095,3636,2023-08-10 03:02:48
1005,3025,2024-05-11 16:31:27
2736,2171,2022-05-25 22:44:58
3547,892,2019-04-03 15:46:20
1831,1325,2016-10-10 09:05:53
4715,2895,2024-03-28 12:21:25
3066,2197,2019-04-01 22:56:12
227,3427,2021-10-31 14:31:38
2015,864,2020-02-04 16:58:15
3962,4147,2024-09-11 14:47:21
